ID,Control,Control,Salt,Salt
gene-LOC112082221,1.52438,1.310057,0.898942,0.998861
gene-LOC112082222,1.094591,0,0.324048,1.217283
gene-LOC112082223,0,0,0,0
gene-LOC112082224,0,0,0,0
gene-LOC112082225,7.464411,5.84033,2.614199,12.195352
gene-LOC112082226,53.588094,66.291923,337.080337,56.107922
gene-LOC112082227,100.39575,101.932566,325.571327,152.497711
gene-LOC112082228,0,0,0,0
gene-LOC112082229,0.20224,0,0.3883,0.158407
gene-LOC112082230,1.992938,1.140363,0.504208,4.072984
gene-LOC112082231,16.987117,4.613207,0,13.996347
gene-LOC112082232,46.251942,41.374465,19.179773,35.983098
gene-LOC112082233,228.151921,183.805255,61.361564,81.333274
gene-LOC112082234,1.932523,4.630939,3.445868,5.009514
gene-LOC112082235,13.374828,12.822468,8.69171,9.814193
gene-LOC112082237,0.142633,0.091299,0,0.119374
gene-LOC112082238,39.515383,46.886204,155.593511,54.532331
gene-LOC112082239,0,0,0,0
gene-LOC112082240,10.581044,0.936083,83.280266,36.334055
gene-LOC112082241,0.152466,0.130487,0.179926,0.341605
gene-LOC112082242,0.277373,0,0.05357,0
gene-LOC112082243,0,0,0,0
gene-LOC112082244,0,0,0,0
gene-LOC112082245,0,0,0,0
gene-LOC112082246,128.940066,79.594657,818.708224,354.992478
gene-LOC112082247,0,0,0,0
gene-LOC112082248,0,0,0,0
gene-LOC112082251,0,0,0,0
gene-LOC112082253,0,0,0,0
gene-LOC112082254,0,0,0,0
gene-LOC112082255,0,0,0,0
gene-LOC112082256,0,0,0,0
gene-LOC112082257,21.112884,32.110227,41.503112,15.747031
gene-LOC112082258,0,0,0,0
gene-LOC112082259,0,0,0,0
gene-LOC112082260,40.753777,32.917729,11.990313,54.023396
gene-LOC112082261,0,0,0,0
gene-LOC112082262,0,0,0,0
gene-LOC112082263,0,0,0,0
gene-LOC112082264,0,0,0,0
gene-LOC112082265,0,0,0,0
gene-LOC112082266,2.211241,2.085793,2.352888,1.768127
gene-LOC112082267,0,0,0,0
gene-LOC112082268,0,0,0,0
gene-LOC112082269,0,0,0,0
gene-LOC112082270,0,0,0,0
gene-LOC112082271,0.320491,0.479368,0.283062,0.20155
gene-LOC112082272,0,0,0,0
gene-LOC112082273,0,0,0,0
gene-LOC112082274,0,0,0,0
gene-LOC112082276,0,0,0,0
gene-LOC112082277,0,0,0,0
gene-LOC112082278,0,0,0,0
gene-LOC112082279,5.102324,2.371426,8.696225,10.042863
gene-LOC112082280,0,0,0,0
gene-LOC112082281,14.158173,14.977322,13.285957,18.772595
gene-LOC112082282,0,0,0,0
gene-LOC112082283,0,0,0,0
gene-LOC112082284,6.558051,6.026432,7.306893,4.227508
gene-LOC112082285,0,0,0,0
gene-LOC112082287,0,0,0,0
gene-LOC112082288,0,0,0,0
gene-LOC112082289,0,0,0,0
gene-LOC112082290,0,0,0,0
gene-LOC112082291,0,0,0,0
gene-LOC112082292,9.900417,8.319349,3.648152,6.58317
gene-LOC112082294,0,0,0,0
gene-LOC112082295,0,0,0,0
gene-LOC112082296,0,0,0,0
gene-LOC112082297,2.612175,3.268221,21.624516,3.452766
gene-LOC112082298,1.132276,1.412148,1.403905,1.913821
gene-LOC112082299,0,0,0,0
gene-LOC112082300,0.227846,0.400823,0.306048,0.394408
gene-LOC112082301,0,0,0,0
gene-LOC112082302,0,0,0,0
gene-LOC112082303,11.616963,10.920964,11.34167,9.083514
gene-LOC112082304,0,0,0,0
gene-LOC112082305,10.666721,8.832006,10.668874,8.364171
gene-LOC112082307,0.208102,0.54873,0,0.360122
gene-LOC112082308,0,0,0,0
gene-LOC112082309,0,0,0,0
gene-LOC112082310,0,0,0,0
gene-LOC112082311,0,0,0,0
gene-LOC112082312,0,0,0,0
gene-LOC112082313,0,0,0,0
gene-LOC112082315,0,0,0,0
gene-LOC112082317,0,0,0,0
gene-LOC112082318,0,0,0,0
gene-LOC112082319,0,0,0,0
gene-LOC112082320,768.223715,626.408635,631.100949,713.996466
gene-LOC112082321,0,0,0,0
gene-LOC112082322,0,0,0,0
gene-LOC112082323,0.30154,0.17081,0,0.082577
gene-LOC112082324,0,0,0,0
gene-LOC112082327,0,0,0,0
gene-LOC112082328,8.668473,7.68312,2.091592,7.306655
gene-LOC112082329,0,0.624055,0,0
gene-LOC112082331,0,0,0,0
gene-LOC112082333,0,0,0,0
gene-LOC112082334,0,0,0,0
gene-LOC112082335,0,0,0,0
gene-LOC112082336,0,0,0,0
gene-LOC112082339,0,0,0,0
gene-LOC112082340,0,0,0,0
gene-LOC112082341,0.309514,0.134052,0.827872,0.132127
gene-LOC112082342,0,0,0,0
gene-LOC112082343,0,0,0,0
gene-LOC112082344,0,0,0,0
gene-LOC112082345,18.094945,15.125905,13.254414,13.543533
gene-LOC112082346,0,0,0,0
gene-LOC112082349,0,0,0,0
gene-LOC112082350,0,0,0,0
gene-LOC112082351,1.877325,1.476391,1.526093,0.963124
gene-LOC112082353,0,0,0,0
gene-LOC112082354,0,0,0,0
gene-LOC112082355,0,0,0,0
gene-LOC112082356,0,0,0,0
gene-LOC112082357,0.283358,0.242299,0.250248,0.713041
gene-LOC112082358,0,0,0,0
gene-LOC112082360,3.452015,2.293476,1.923074,2.102068
gene-LOC112082361,0,0,0,0
gene-LOC112082362,13.034073,13.132062,6.61562,13.339342
gene-LOC112082363,0,0,0,0
gene-LOC112082364,0,0,0,0
gene-LOC112082365,0,0,0,0
gene-LOC112082366,1.806075,1.918679,0,3.351309
gene-LOC112082367,0,0,0,0
gene-LOC112082369,0,0,0,0
gene-LOC112082370,0,0,0,0
gene-LOC112082371,0,0,0,0
gene-LOC112082372,0,0,0,0
gene-LOC112082373,0,0,0,0
gene-LOC112082376,0,0,0,0
gene-LOC112082377,0,0,0,0
gene-LOC112082378,0,0,0,0
gene-LOC112082380,0,0,0,0
gene-LOC112082381,0,0,0,0
gene-LOC112082382,0,0,0,0
gene-LOC112082383,0,0,0,0
gene-LOC112082386,0,0,0,0
gene-LOC112082388,0,0,0,0
gene-LOC112082389,0,0,0,0
gene-LOC112082390,0,0,0,0
gene-LOC112082391,0,0,0,0
gene-LOC112082392,0,0,0,0
gene-LOC112082393,0,0,0,0
gene-LOC112082394,0,0,0,0
gene-LOC112082395,0,0,0,0
gene-LOC112082397,0,0,0,0
gene-LOC112082398,4.667223,4.202015,2.355847,4.063262
gene-LOC112082399,0,0,0,0
gene-LOC112082400,0,0,0,0
gene-LOC112082401,0,0,0,0
gene-LOC112082402,0.884986,0.253126,0.520293,0.248319
gene-LOC112082403,0,0,0,0
gene-LOC112082404,0,0,0,0
gene-LOC112082405,0,0,0,0
gene-LOC112082406,0,0,0,0
gene-LOC112082407,9.388336,10.964628,12.797094,9.173512
gene-LOC112082408,0,0,0,0
gene-LOC112082409,0,0,0,0
gene-LOC112082410,0,0,0,0
gene-LOC112082411,0,0,0,0
gene-LOC112082412,0,0,0,0
gene-LOC112082413,0,0,0,0
gene-LOC112082414,0,0,0,0
gene-LOC112082415,0,0,0,0
gene-LOC112082416,0,0,0,0
gene-LOC112082417,1.884317,0.892947,0.18457,2.093148
gene-LOC112082418,1.887716,3.756759,0.903503,0.114755
gene-LOC112082419,0,0,0,0
gene-LOC112082420,0,0,0,0
gene-LOC112082421,0.407153,0,0,0
gene-LOC112082423,0.593294,0,0.518451,0.492647
gene-LOC112082425,0,0,0,0.908351
gene-LOC112082426,0,0,0,0
gene-LOC112082427,0,0,0,0
gene-LOC112082428,0,0,0,0
gene-LOC112082429,0,0,0,0
gene-LOC112082430,0,0,0,0
gene-LOC112082431,0,0,0,0
gene-LOC112082432,0,0,0,0
gene-LOC112082433,0,0,0,0
gene-LOC112082434,0,0,0,0
gene-LOC112082435,0,0,0,0
gene-LOC112082436,5.179974,4.971113,3.536805,4.763127
gene-LOC112082438,0,0,0,0
gene-LOC112082439,0,0,0,0
gene-LOC112082440,0,0,0,0
gene-LOC112082441,0,0,0,0
gene-LOC112082442,0,0,0,0
gene-LOC112082443,0,0,0,0
gene-LOC112082444,2.689898,1.314499,1.351056,2.232225
gene-LOC112082446,0.40135,0,0.352693,0
gene-LOC112082447,0,0,0,0
gene-LOC112082448,0,0,0,0
gene-LOC112082449,0,0,0,0
gene-LOC112082450,0,0,0,0
gene-LOC112082451,0,9.995952,0,0
gene-LOC112082452,0,0,0,0
gene-LOC112082453,0,0,0,0
gene-LOC112082454,0,0,0,0
gene-LOC112082455,0,0,0,0
gene-LOC112082456,0,0,0,0
gene-LOC112082457,0,0,0,0
gene-LOC112082459,0,0,0,0
gene-LOC112082460,0,0,0,0
gene-LOC112082462,0,0,0,0
gene-LOC112082463,0,0,0,0
gene-LOC112082464,0,0,0,0
gene-LOC112082465,0,0,0,0
gene-LOC112082466,0,0,0,0
gene-LOC112082467,0,0,0,0
gene-LOC112082468,0,0,0,0
gene-LOC112082469,0,0,0,0
gene-LOC112082470,0,0,0,0
gene-LOC112082471,0,0,0,0
gene-LOC112082472,0,0,0,0
gene-LOC112082473,0,0,0,0
gene-LOC112082474,0,0,0,0
gene-LOC112082475,0,0,0,0
gene-LOC112082476,0,0,0,0
gene-LOC112082477,0,0,0,0
gene-LOC112082478,0,0,0,0
gene-LOC112082480,0,0,0,0
gene-LOC112082481,0,0,0,0
gene-LOC112082482,0,0,0,0
gene-LOC112082483,0,0,0,0
gene-LOC112082488,0,0,0,0
gene-LOC112082489,0,0,0,0
gene-LOC112082491,0,0,0,0
gene-LOC112082493,0,0,0,0
gene-LOC112082494,0,0,0,0
gene-LOC112082495,0,0,0,0
gene-LOC112082496,0,0,0,0
gene-LOC112082497,0,0,0,0
gene-LOC112082498,0,0,0,0
gene-LOC112082500,0,0,0,0
gene-LOC112082501,0,0,0,0
gene-LOC112082503,0,0,0,0
gene-LOC112082504,0,0,0,0
gene-LOC112082505,0,0,0,0
gene-LOC112082506,0,0,0,0
gene-LOC112082507,0,0,0,0
gene-LOC112082508,0,0,0,0
gene-LOC112082509,0,0,0,0
gene-LOC112082510,0,0,0,0
gene-LOC112082512,0,0,0,0
gene-LOC112082514,0,0,0,0
gene-LOC112082515,0,0,0,0
gene-LOC112082516,4.160796,0,2.364283,0
gene-LOC112082517,0,0,0,0
gene-LOC112082518,0,0,0,0
gene-LOC112082519,0,0,0,0
gene-LOC112082520,0,0,0,0
gene-LOC112082521,0,0,0,0
gene-LOC112082522,0,0,0,0
gene-LOC112082523,0,0,0,0
gene-LOC112082524,0,0,0,0
gene-LOC112082525,0,0,0,0
gene-LOC112082526,0,0,0,0
gene-LOC112082527,0,0,0,0
gene-LOC112082529,0,0,0,0
gene-LOC112082530,0,0,0,0
gene-LOC112082531,0,0,0,0
gene-LOC112082533,0,0,0,0
gene-LOC112082537,0,0,0,0
gene-LOC112082538,0,0,0,0
gene-LOC112082539,0,0,0,0
gene-LOC112082541,0,0,0,0
gene-LOC112082542,0,0,0,0
gene-LOC112082545,0,0,0,0
gene-LOC112082546,0,0,0,0
gene-LOC112082548,0,0,0,0
gene-LOC112082549,0,0,0,0
gene-LOC112082550,0,0,0,0
gene-LOC112082552,0,0,0,0
gene-LOC112082555,0,0,0,0
gene-LOC112082560,0,0,0,0
gene-LOC112082561,0,0,0,0
gene-LOC112082562,0,0,0,0
gene-LOC112082563,0,0,0,0
gene-LOC112082564,0,0,0,0
gene-LOC112082565,0,0,0,0
gene-LOC112082566,0,0,0,0
gene-LOC112082567,0,0,0,0
gene-LOC112082568,0,0,0,0
gene-LOC112082569,0,0,0,0
gene-LOC112082570,0,0,0,0
gene-LOC112082571,0,0,0,0
gene-LOC112082573,0,0,0,0
gene-LOC112082574,0,0,0,0
gene-LOC112082575,0,0,0,0
gene-LOC112082576,0,0,0,0
gene-LOC112082578,0,0,0,0
gene-LOC112082579,0,0,0,0
gene-LOC112082580,0,0,0,0
gene-LOC112082581,0,0,0,0
gene-LOC112082582,0,0,0,0
gene-LOC112082584,0,0,0,0
gene-LOC112082585,0,0,0,0
gene-LOC112082586,0,0,0,0
gene-LOC112082587,0,0,0,0
gene-LOC112082588,0,0,0,0
gene-LOC112082589,0,0,0,0
gene-LOC112082590,0,0,0,0
gene-LOC112082591,0,0,0,0
gene-LOC112082592,0,0,0,0
gene-LOC112082594,0,0,0,0
gene-LOC112082595,0,0,0,0
gene-LOC112082596,0,0,0,0
gene-LOC112082597,0,0,0,0
gene-LOC112082598,0,0,0,0
gene-LOC112082599,0,0,0,0
gene-LOC112082600,0,0,0,0
gene-LOC112082601,0,0,0,0
gene-LOC112082602,0,0,0,0
gene-LOC112082603,0,0,0,0
gene-LOC112082605,0,0,0,0
gene-LOC112082606,0,0,0,0
gene-LOC112082607,0,0,0,0
gene-LOC112082608,0,0,0,0
gene-LOC112082609,0,0,0,0
gene-LOC112082610,0,0,0,0
gene-LOC112082611,0,0,0,0
gene-LOC112082613,0,0,0,0
gene-LOC112082620,11.631051,0,0,9.516146
gene-LOC112082621,0,0,0,0
gene-LOC112082625,0,0,0,0
gene-LOC112082626,0,0,0,0
gene-LOC112082627,0,0,0,0
gene-LOC112082628,0,0,0,0
gene-LOC112082629,0,0,0,0
gene-LOC112082630,0,0,0,0
gene-LOC112082631,0,0,0,0
gene-LOC112082632,0,0,0,0
gene-LOC112082634,0,0,0,0
gene-LOC112082635,0,0,0,0
gene-LOC112082636,0,0,0,0
gene-LOC112082637,0,0,0,0
gene-LOC112082640,0,0,0,0
gene-LOC112082643,0,0,0,0
gene-LOC112082644,0,0,0,0
gene-LOC112082645,0,0,0,0
gene-LOC112082646,0,0,0,0
gene-LOC112082648,0,0,0,0
gene-LOC112082649,0,0,0,0
gene-LOC112082650,0,0,0,0
gene-LOC112082659,0,0,0,0
gene-LOC112082670,0,0,0,0
gene-LOC112082681,0,0,0,0
gene-LOC112082692,0,0,0,0
gene-LOC112082702,0,0,0,0
gene-LOC112082705,0,0,0,0
gene-LOC112082706,0,0,0,0
gene-LOC112082709,0,0,0,0
gene-LOC112082710,0,0,0,0
gene-LOC112082712,0,0,0,0
gene-LOC112082714,0,0,0,0
gene-LOC112082715,0,0,0,0
gene-LOC112082716,0,0,0,0
gene-LOC112082717,0,0,0,0
gene-LOC112082718,0,0,0,0
gene-LOC112082760,0,0,0,0
gene-LOC112082761,0,0,0,0
gene-LOC112082762,0,0,0,0
gene-LOC112082765,0,0,0,0
gene-LOC112082768,0,0,0,0
gene-LOC112082770,0,0.175084,0.361116,0.171742
gene-LOC112082771,0,0,0,0
gene-LOC112082772,13.227744,6.812986,5.072098,16.323268
gene-LOC112082773,0,0,0,0
gene-LOC112082774,0,0,0,0
gene-LOC112082776,0.373127,0.530903,1.301186,0.406313
gene-LOC112082777,0.272805,0,0,0
gene-LOC112082779,70.724476,49.602934,44.431936,65.439088
gene-LOC112082780,0,0,0,0
gene-LOC112082781,36.058347,35.971182,23.398187,26.518333
gene-LOC112082782,6.597185,5.985625,10.624869,8.361225
gene-LOC112082783,0,0,0.596812,1.374767
gene-LOC112082784,1.855654,1.717359,1.148697,1.177587
gene-LOC112082785,5.240225,3.174697,1.722333,6.080527
gene-LOC112082786,0,0,0,0
gene-LOC112082788,0.045802,0,0,0.113991
gene-LOC112082793,0.300323,0,0,0.375612
gene-LOC112082796,0,0,0,0
gene-LOC112082798,0,0,0,0
gene-LOC112082799,0,0,0,0
gene-LOC112082801,10.030978,0.775659,0.199596,11.297097
gene-LOC112082802,0,0,0.327564,0
gene-LOC112082803,0.45663,0.387759,0,0
gene-LOC112082804,0,0,0,0
gene-LOC112082805,0.176733,0.225491,0.077865,0.073546
gene-LOC112082806,0,0,0,0.145969
gene-LOC112082807,0,0,0,0.064321
gene-LOC112082808,0,0,0,0
gene-LOC112082809,0.064253,0.027443,0,0
gene-LOC112082810,0,0,0,0
gene-LOC112082812,0,0,0,0
gene-LOC112082813,0,0,0,0
gene-LOC112082814,0.301206,0,0,0
gene-LOC112082815,0,0,0,0
gene-LOC112082816,5.989855,8.022946,1.841198,3.943079
gene-LOC112082817,4.817517,2.93305,0,1.904523
gene-LOC112082818,2.578083,0.488643,0,1.077018
gene-LOC112082819,0.08941,0,0,0.0739
gene-LOC112082820,0,0,0,0
gene-LOC112082821,0.38736,0,0,0.322442
gene-LOC112082822,0,0,0,0
gene-LOC112082823,0,0,0,0
gene-LOC112082824,0,0,0,0
gene-LOC112082825,4.679825,6.09069,5.521696,5.264132
gene-LOC112082826,0,0,0,0.060432
gene-LOC112082827,0,0,0,0
gene-LOC112082828,2.946784,3.725248,1.64811,1.504462
gene-LOC112082829,0,0,0,0
gene-LOC112082830,0,0,0,0
gene-LOC112082831,0,0,0,0
gene-LOC112082832,0.156551,0,0,0.132382
gene-LOC112082833,0,0,0,0
gene-LOC112082834,0.155773,0,0,0
gene-LOC112082836,0,0,0,0
gene-LOC112082837,0,0,0,0
gene-LOC112082838,0,0,0,0
gene-LOC112082839,0,0,0,0
gene-LOC112082840,2.509068,1.267382,1.080027,3.060156
gene-LOC112082841,0,0,0,0
gene-LOC112082842,0,0,0,0
gene-LOC112082843,0,0,0,0
gene-LOC112082844,0,0,0,0
gene-LOC112082845,7.188096,12.201206,7.025722,4.397872
gene-LOC112082846,27.675601,28.403962,10.574377,17.221707
gene-LOC112082847,0,0,0.206886,0
gene-LOC112082848,5.513347,2.058904,1.583471,3.456264
gene-LOC112082849,0.937393,0.911101,1.457726,1.092699
gene-LOC112082850,0,0,0,0
gene-LOC112082851,0,0,0,0
gene-LOC112082852,10.890903,6.864606,2.578976,1.574219
gene-LOC112082853,0,0,0,0
gene-LOC112082854,24.242613,22.805235,26.811709,32.773317
gene-LOC112082855,35.406926,28.915468,17.846253,21.507936
gene-LOC112082856,0,0,0,0
gene-LOC112082857,19.271803,20.272812,17.426098,14.552746
gene-LOC112082858,868.375192,1413.416046,1491.220497,1217.353994
gene-LOC112082859,0.176974,0,0,0
gene-LOC112082860,1.673122,2.516184,4.606302,4.209998
gene-LOC112082861,0.082825,0.14187,0.269094,0.33735
gene-LOC112082862,0,0,0,0
gene-LOC112082863,0.144446,0,0.475545,0.367976
gene-LOC112082864,0,0,0,0
gene-LOC112082865,1.390545,1.110183,0.598802,0.971374
gene-LOC112082866,0,0,0,0
gene-LOC112082867,0,0,0,0
gene-LOC112082868,0,0,0,0
gene-LOC112082869,0,0,0,0
gene-LOC112082870,0,0.086856,0,0
gene-LOC112082871,0,0,0,0
gene-LOC112082872,5.278628,5.128325,1.829387,1.706347
gene-LOC112082873,0,0.176534,0.543885,0
gene-LOC112082874,0,0,0,0
gene-LOC112082875,0.386314,1.425028,1.720931,1.724659
gene-LOC112082876,11.532033,11.948908,25.852297,17.70689
gene-LOC112082877,2.538328,3.244715,0,0.729271
gene-LOC112082878,0,0,0,0
gene-LOC112082879,2.541211,1.560138,7.777145,3.330622
gene-LOC112082880,3.150398,4.345403,3.897949,3.316569
gene-LOC112082881,0,0,0,0
gene-LOC112082882,7.035333,8.160141,5.110825,4.322896
gene-LOC112082883,5.510135,3.338933,1.708269,2.427897
gene-LOC112082884,5.400678,4.098267,17.731727,8.333216
gene-LOC112082885,2.904241,0.624055,4.860716,6.35846
gene-LOC112082886,0,0,0,0
gene-LOC112082888,0,0.075929,0,0.222917
gene-LOC112082889,1.81406,1.56081,1.781787,2.0432
gene-LOC112082890,4.461566,3.585349,3.692849,3.523812
gene-LOC112082891,0,0,0,0
gene-LOC112082892,9.766393,9.6431,3.63294,9.020022
gene-LOC112082893,0.293783,0.278793,0,0.411238
gene-LOC112082894,0.505819,0.332419,0.412833,0.844553
gene-LOC112082895,0,0,0,0
gene-LOC112082896,0,0,0,0
gene-LOC112082897,1.459454,0.624055,0.325701,0.608642
gene-LOC112082898,0,0,0,0
gene-LOC112082899,4.503101,5.925364,5.590359,6.203049
gene-LOC112082900,268.546014,281.197706,157.252195,183.493962
gene-LOC112082901,0.775163,0.956326,0.88716,1.035918
gene-LOC112082902,0.898511,0.128591,0.531015,0.25267
gene-LOC112082904,0,0.624055,0.324048,0.605568
gene-LOC112082905,0,0,0,0
gene-LOC112082907,0.51963,0.517027,0.687121,0.43429
gene-LOC112082908,0,0,0,0
gene-LOC112082910,1.238451,2.471258,0,1.703159
gene-LOC112082911,0,0,0,0
gene-LOC112082912,0.598751,0.340382,0,0.166719
gene-LOC112082913,5.031663,2.890837,0.965685,10.787133
gene-LOC112082914,0.576417,1.304784,0,0.159025
gene-LOC112082915,1.591007,2.045667,0.904841,0.860538
gene-LOC112082916,0,0,0.040353,0
gene-LOC112082917,0,0,0,0
gene-LOC112082918,0.29439,0,0,0
gene-LOC112082919,0,0,0,0
gene-LOC112082920,0,0,0,0
gene-LOC112082921,0,0,0,0
gene-LOC112082922,0.080325,0,0,0.068759
gene-LOC112082924,0,0,0,0
gene-LOC112082926,0,0,0,0
gene-LOC112082927,0,0,0,0
gene-LOC112082928,0,0,0,0
gene-LOC112082929,0,0,0,0
gene-LOC112082930,0.898507,0.255363,0,0.375264
gene-LOC112082931,0,0,0,0
gene-LOC112082932,0,0,0,0
gene-LOC112082933,0,0,0,0
gene-LOC112082934,0,0,0,0
gene-LOC112082935,0,0,0.024543,0.046186
gene-LOC112082936,0.034534,0,0.030276,0.028356
gene-LOC112082937,0,0,0,0
gene-LOC112082938,0,0,0,0
gene-LOC112082940,0.235974,0,0,0.591747
gene-LOC112082941,0,0.079576,0.164666,0.155747
gene-LOC112082942,0,0,0,0
gene-LOC112082943,0,0,0,0
gene-LOC112082944,0,0,0,0
gene-LOC112082945,0,0,0,0
gene-LOC112082946,0,0,0,0
gene-LOC112082947,0,0,0,0
gene-LOC112082948,0,0,0,0
gene-LOC112082950,0,0,0,0
gene-LOC112082951,0,0,0,0
gene-LOC112082953,0,0,0,0
gene-LOC112082955,0,0,0,0
gene-LOC112082957,0,0,0,0
gene-LOC112082958,0,0,0,0
gene-LOC112082959,0,0,0,0
gene-LOC112082960,0,0,0,0
gene-LOC112082961,0,0,0,0
gene-LOC112082963,0,0,0,0
gene-LOC112082964,0,0,0,0
gene-LOC112082965,0,0,0,0
gene-LOC112082966,0,0,0,0
gene-LOC112082968,0,0,0,0
gene-LOC112082969,0,0,0,0
gene-LOC112082971,0,0,0,0
gene-LOC112082972,0,0,0,0
gene-LOC112082975,0.368755,0.209527,0,0.07034
gene-LOC112082977,0,0,0.121784,0.114726
gene-LOC112082978,0,0,0,0
gene-LOC112082979,0,0,0,0
gene-LOC112082980,0,0,0,0
gene-LOC112082981,0,0,0,0
gene-LOC112082982,0,0,0,0
gene-LOC112082983,1.562824,3.990629,0.682559,0
gene-LOC112082987,0,0,0,0
gene-LOC112082988,0,0,0,0
gene-LOC112082989,0,0,0,0
gene-LOC112082990,0,0,0,0
gene-LOC112082991,0,0,0,0
gene-LOC112082992,0,0,0,0
gene-LOC112082993,0,0,0,0
gene-LOC112082994,0,0,0,0
gene-LOC112082995,0,0,0,0
gene-LOC112082996,0,0,0,0
gene-LOC112082997,0,0,0,0
gene-LOC112083000,0,0,0,0
gene-LOC112083001,0.019813,0,0,0
gene-LOC112083002,0,0,0,0.137445
gene-LOC112083003,0,0,0,0
gene-LOC112083004,21.281156,19.033884,27.814021,29.34627
gene-LOC112083005,0,0,0,0
gene-LOC112083006,0,0,0,0
gene-LOC112083007,0,0,0,0
gene-LOC112083008,0,0,0,0
gene-LOC112083013,0,0,0,0
gene-LOC112083014,0,0,0,0
gene-LOC112083015,0,0,0,0
gene-LOC112083016,0,0,0,0
gene-LOC112083017,0,0,0,0
gene-LOC112083018,0,0,0,0
gene-LOC112083019,0,0,0,0
gene-LOC112083020,0,0,0,0
gene-LOC112083021,0,0.093302,0,0
gene-LOC112083022,0,0,0,0
gene-LOC112083023,0,0,0,0
gene-LOC112083024,0,0,0,0
gene-LOC112083025,0,0,0,0
gene-LOC112083026,0,0,0,0
gene-LOC112083027,0,0,0,0
gene-LOC112083028,0,0,0,0
gene-LOC112083029,0,0,0,0
gene-LOC112083030,0.050639,0,0,0.085551
gene-LOC112083032,0,0,0,0
gene-LOC112083033,0,0,0,0
gene-LOC112083034,0,0,0,0
gene-LOC112083036,0,0,0,0
gene-LOC112083038,0,0,0,0
gene-LOC112083039,0,0.086777,0,0.25503
gene-LOC112083040,0,0,0,0
gene-LOC112083041,0,0,0,0
gene-LOC112083042,0,0,0,0
gene-LOC112083043,0,0,0,0
gene-LOC112083044,0,0,0,0
gene-LOC112083045,0,0,0,0
gene-LOC112083046,0,0,0,0
gene-LOC112083048,0,0,0,0
gene-LOC112083049,0,0,0,0
gene-LOC112083050,0,0,0,0
gene-LOC112083051,0,0,0,0
gene-LOC112083052,0,0,0,0
gene-LOC112083053,0,0,0,0
gene-LOC112083054,0,0,0,0
gene-LOC112083056,0,0,0,0
gene-LOC112083057,0,0,0,0
gene-LOC112083058,0,0,0,0
gene-LOC112083059,0,0,0,0
gene-LOC112083060,0,0,0,0
gene-LOC112083061,0,0,0,0
gene-LOC112083062,0,0,0,0
gene-LOC112083063,0,0,0,0
gene-LOC112083064,0,0,0,0
gene-LOC112083065,0,0,0,0
gene-LOC112083066,0.185506,0,0,0
gene-LOC112083067,0,0,0,0
gene-LOC112083068,1.641886,1.872165,1.439941,2.270878
gene-LOC112083070,0,0,0,0
gene-LOC112083072,0,0,0,0
gene-LOC112083073,0,0,0,0
gene-LOC112083074,0,0,0,0
gene-LOC112083075,0,0,0,0
gene-LOC112083076,0,0,0,0
gene-LOC112083077,0.929436,1.45479,2.895729,3.339837
gene-LOC112083079,0,0,0,0
gene-LOC112083080,0,0,0,0
gene-LOC112083081,0.062901,0,0.064681,0.143739
gene-LOC112083082,1.624903,1.013789,0.411278,0.105667
gene-LOC112083085,0,0,0,0
gene-LOC112083086,0,0,0,0
gene-LOC112083087,0,0,0,0
gene-LOC112083088,0,0,0,0
gene-LOC112083089,0,0,0,0
gene-LOC112083090,0,0,0,0
gene-LOC112083091,0,0,0,0
gene-LOC112083092,0,0,0,0
gene-LOC112083093,0,0,0,0
gene-LOC112083094,0,0,0,0
gene-LOC112083095,0,0,0,0
gene-LOC112083096,0,0,0,0
gene-LOC112083097,0,0,0,0
gene-LOC112083098,0,0,0,0
gene-LOC112083099,0,0,0,0
gene-LOC112083100,0,0,0,0
gene-LOC112083101,0,0,0,0
gene-LOC112083102,0,0,0,0
gene-LOC112083104,0,0,0,0
gene-LOC112083105,0,0,0,0
gene-LOC112083106,0,0,0,0
gene-LOC112083107,0,0,0,0
gene-LOC112083109,0,0,0,0
gene-LOC112083110,0,0,0,0
gene-LOC112083112,0,0,0,0
gene-LOC112083113,0,0,0,0
gene-LOC112083114,0,0,0,0
gene-LOC112083115,0,0,0,0
gene-LOC112083116,0,0,0,0
gene-LOC112083117,0,0,0,0
gene-LOC112083118,0,0,0,0
gene-LOC112083119,0,0,0,0
gene-LOC112083120,0,0,0,0
gene-LOC112083121,0,0,0,0
gene-LOC112083123,0,0,0,0
gene-LOC112083125,0,0,0,0
gene-LOC112083126,0,0,0.136842,0
gene-LOC112083127,0.048966,0,0,0
gene-LOC112083128,0,0,0,0
gene-LOC112083130,0,0,0.055621,0
gene-LOC112083131,0,0,0,0
gene-LOC112083132,0,0,0.167998,0.159731
gene-LOC112083134,0,0,0,0
gene-LOC112083135,0,0,0,0
gene-LOC112083136,0,0,0,0
