ID,Leaf_ABA,Leaf_ABA,Root_ABA,Root_ABA,Leaf_Control,Leaf_Control,Root_Control,Root_Control
gene-LOC112081955,0,0,0,0,0,0,0,0
gene-LOC112081956,0,0,0,0,0,0,0,0
gene-LOC112081957,0,0,0,0,0,0,0,0
gene-LOC112081958,0,0,0,0,0,0,0,0
gene-LOC112081959,0,0.285207,0,0,0.117405,0.09923,0,0
gene-LOC112081960,0.084648,0,0,0,0,0,0,0
gene-LOC112081961,0,0,0,0,0,0,0,0
gene-LOC112081962,0,0,0,0,0,0,0,0
gene-LOC112081963,0,0,0,0,0,0,0,0
gene-LOC112081964,0,0,0,0,0,0,0,0
gene-LOC112081965,0,0,0,0.116303,0,0.078157,0.209511,0.153266
gene-LOC112081966,0,0,0,0,0,0,0,0
gene-LOC112081968,0.357013,0.213636,4.733577,4.737891,0.058186,0.037614,7.489203,6.484958
gene-LOC112081973,0,0,0,0,0,0,0,0
gene-LOC112081974,0,0,0,0,0,0,0,0
gene-LOC112081975,0,0,0,0,0,0,0,0
gene-LOC112081976,0,0,0,0,0,0,0,0
gene-LOC112081977,0,0,0,0,0.142942,0,0,0
gene-LOC112081978,0.248793,0,0.054316,0.326663,0,0,2.040602,1.1018
gene-LOC112081979,0,0,0,0,0,0,0,0
gene-LOC112081980,0,0,0,0,0,0,0,0
gene-LOC112081981,0,0.238374,3.763736,1.500353,0.712374,0.460002,8.558002,9.642992
gene-LOC112081982,0,0,0,0,0,0,0,0
gene-LOC112081983,0,0,0,0,0,0,0,0
gene-LOC112081984,0,0,0,0,0,0,0,0
gene-LOC112081985,0,0.052251,0.122901,0.202709,0,0,0.200267,0.292615
gene-LOC112081986,0,0,0,0,0,0,0,0.113625
gene-LOC112081987,0,0,0,0,0,0,0,0
gene-LOC112081988,0,0,0,0,0,0,0,0.354243
gene-LOC112081989,0.07334,0,0,0,0,0,0,0
gene-LOC112081990,0,0.779902,0,0.525874,0,0,0.261664,0.415242
gene-LOC112081991,0,0,0,0,0,0,0,0
gene-LOC112081992,0,0,0,0,0,0,0,0.505998
gene-LOC112081993,0,0,0,0,0,0,0,0
gene-LOC112081994,0,0,0,0,0,0,0,0
gene-LOC112081996,0,0,0,0,0,0,0,0
gene-LOC112081997,0,0,0,0,0,0,0,0
gene-LOC112081998,0,0,0,0,0,0,0,0
gene-LOC112081999,0,0,0,0,0,0,0,0
gene-LOC112082001,0,0,0,0,0,0,0,0
gene-LOC112082002,0,0,0,0,0,0,0,0
gene-LOC112082003,0.230954,0.442751,0.825406,0.933699,1.321671,0.212492,5.572826,3.847587
gene-LOC112082004,0,0,0,0,0,0,0,0
gene-LOC112082005,0,0,0,0,0,0,0.087812,0
gene-LOC112082006,0,0,0,0,0,0,0,0
gene-LOC112082007,0,0,0,0,0,0,0,0
gene-LOC112082008,0,0.171352,0,0,0,0,0,0
gene-LOC112082009,0,0,0,0,0,0,0,0
gene-LOC112082010,0,0,0,0,0,0,0,0
gene-LOC112082011,0,0.223466,0.209446,0,0,0,0,0.459271
gene-LOC112082012,0,0,0,0,0,0,0,0
gene-LOC112082013,0,0,0,0,0,0,0.061206,0.060362
gene-LOC112082014,0,0,0,0,0,0,0,0
gene-LOC112082015,0,0,0,0,0,0,0,0
gene-LOC112082016,0,0,0,0,0,0,0,0
gene-LOC112082017,0,0,0,0,0,0,0,0
gene-LOC112082018,0,0,0,0,0,0,0,0
gene-LOC112082019,0,0,0,0,0,0,0,0
gene-LOC112082020,0,0,0,0,0,0,0,0
gene-LOC112082022,0,0.03617,0,0.042636,0,0,0,0
gene-LOC112082023,0,0,0,0,0,0,0,0
gene-LOC112082024,0,0,0,0,0,0,0,0
gene-LOC112082025,0,0,0,0,0,0,0,0
gene-LOC112082027,0,0,0,0.046781,0,0,0,0
gene-LOC112082028,0,0,0,0,0,0,0,0
gene-LOC112082029,0,0,0,0,0,0,0,0
gene-LOC112082031,0,0,0,0,0,0,0,0
gene-LOC112082032,0,0,0,0,0,0,0,0
gene-LOC112082034,0,0,0,0,0,0,0,0
gene-LOC112082035,0,0,0,0,0,0,0,0
gene-LOC112082036,0,0,0,0,0,0,0,0
gene-LOC112082037,0.774615,2.369888,0.482356,0.546462,1.619844,1.276903,1.862306,1.359105
gene-LOC112082038,1.681207,1.103712,7.873466,4.097727,0,0,7.574873,12.138495
gene-LOC112082039,0,0,0,0,0,0,0,0
gene-LOC112082040,0,0,0,0,0,0,0,0
gene-LOC112082041,0,0,0,0,0,0,0,0
gene-LOC112082042,0,0,0,0,0,0,0,0
gene-LOC112082043,4.05536,5.673095,0,0,9.596527,8.769997,0,0
gene-LOC112082044,0,0,0,0,0,0,0,0
gene-LOC112082045,0,0,0,0,0,0,0,0.152393
gene-LOC112082046,0,0,0,0,0,0,0,0
gene-LOC112082047,0,0,0,0,0,0,0,0
gene-LOC112082048,0,0,0,0,0,0,0,0
gene-LOC112082049,0,0,0,0,0,0,0,0
gene-LOC112082050,0,0,0,0,0,0,0,0
gene-LOC112082051,0,0,0,0,0,0,0,0
gene-LOC112082052,0,0,0,0,0,0,0,0
gene-LOC112082053,0,0,0,0,0,0,0,0
gene-LOC112082054,0,0,0,0,0,0,0,0
gene-LOC112082056,0,0,0,0,0,0,0,0
gene-LOC112082057,0,0,0,0,0,0,0,0
gene-LOC112082058,0,0.043322,0,0,0,0,0,0
gene-LOC112082059,0,0,0,0,0,0,0,0
gene-LOC112082060,0,0,0,0,0,0,0,0
gene-LOC112082061,0,0,0.311784,0.262352,0.082409,0.079819,0.391709,0.085683
gene-LOC112082062,0,0.151221,0,0,0,0,0.159505,0
gene-LOC112082063,0,0,0,0.096438,0,0.18717,0,0
gene-LOC112082064,0,0,0,0,0,0,0,0
gene-LOC112082066,1.156028,0.991215,0,0,0.437182,0,0,0
gene-LOC112082067,0,0,0,0,0,0,0,0
gene-LOC112082070,0,0,0,0,0,0,0,0
gene-LOC112082071,0,0,0,0,0,0,0,0
gene-LOC112082072,0,0,0,0,0,0,0,0
gene-LOC112082073,0,0,0,0,0,0,0,0
gene-LOC112082074,0,0,0,0,0,0,0,0
gene-LOC112082075,0,0,0,0,0,0,0,0
gene-LOC112082076,0,0,0,0,0,0,0,0
gene-LOC112082077,0,0,0,0,0,0,0,0
gene-LOC112082078,0,0,0.233672,0,0,0,0,0
gene-LOC112082079,0,0,0,0,0,0,0,0
gene-LOC112082080,0,0,0,0,0,0,0,0
gene-LOC112082081,0,0,0,0,0.048792,0,0,0
gene-LOC112082082,0,0,0.073973,0,0,0,0,0
gene-LOC112082083,0,0,0,0,0.080323,0,0,0
gene-LOC112082084,0,0,0,0,0,0,0,0
gene-LOC112082086,0,0,0,0,0,0,0,0
gene-LOC112082087,0,0,0,0,0,0,0,0
gene-LOC112082088,0,0,0,0,0,0,0,0.046537
gene-LOC112082089,0,0,0,0,0,0,0,0
gene-LOC112082090,0,0,0,0,0,0,0,0
gene-LOC112082091,0,0,0,0,0,0,0,0
gene-LOC112082092,0.7065,0.162492,0.520654,0.527328,0.270828,0.606096,0.944256,0
gene-LOC112082094,0,0,0,0,0,0,0,0
gene-LOC112082095,0,0,0,0,0,0,0,0
gene-LOC112082096,0,0,0,0,0,0,0,0
gene-LOC112082099,0,0,0,0,0,0,0,0
gene-LOC112082100,0,0.179092,0,0,0,0,0,0
gene-LOC112082101,1.26819,1.88721,0.995863,0,1.045498,1.300869,0,0.715472
gene-LOC112082102,0.094642,0.091465,0,0,0,0,0,0.094333
gene-LOC112082103,0,0,0,0,0,0,0.108231,0
gene-LOC112082104,0,0,0,0,0.304266,0,0,0
gene-LOC112082105,0,0,0.678169,0,0,0.34776,0,0
gene-LOC112082106,0,0,0,0,0,0,0,0
gene-LOC112082107,0,0,0,0,0,0,0,0
gene-LOC112082108,0,0,0,0,0,0,0,0
gene-LOC112082109,0,0,0,0,0,0,0,0
gene-LOC112082110,0,0,0.249159,0,0,0,0,0.212563
gene-LOC112082111,0,0,0,0,0,0,0,0
gene-LOC112082112,0,0,0,0,0,0,0,0
gene-LOC112082113,0,0,0,0,0,0,0,0
gene-LOC112082114,0,0,0,0,0,0,0,0
gene-LOC112082115,0,0,0,0,0,0,0,0
gene-LOC112082116,0,0,0,0,0,0,0,0
gene-LOC112082117,0,0,0,0,0,0,0,0
gene-LOC112082118,0,0,0,0,0,0,0,0
gene-LOC112082119,0,0,0,0,0,0,0,0
gene-LOC112082120,0,0,0,0,0,0,0,0
gene-LOC112082121,0.801539,0.505267,0.577894,0.496962,0.661596,0.758238,1.016553,0.924478
gene-LOC112082122,0,0,0,0,0,0,0,0
gene-LOC112082123,0,0,0,0,0,0,0,0
gene-LOC112082124,0,0,0,0,0,0,0,0
gene-LOC112082125,0,0.31127,0.2903,0,0,0,0,0
gene-LOC112082126,0,0,0,0,0,0,0,0
gene-LOC112082127,0,0,0,0,0,0,0,0
gene-LOC112082128,0,0,0,0,0,0,0,0
gene-LOC112082129,0,0,0,0,0,0,0,0
gene-LOC112082130,0,0,0,0,0,0,0,0
gene-LOC112082131,0.616639,0,1.214497,0,0,0,0,0
gene-LOC112082132,0,0,0,0,0,0,0,0
gene-LOC112082133,0,0,0,0,0,0,0,0
gene-LOC112082134,0,0,0,0,0,0,0,0
gene-LOC112082135,0,0,0,0,0,0,0,0
gene-LOC112082136,0,0,0,0,0,0,0,0
gene-LOC112082137,0,0,0,0,0,0,0,0
gene-LOC112082138,0,0,0,0,0,0,0,0
gene-LOC112082140,0,0,0,0,0,0,0,0
gene-LOC112082141,0,0,0,0,0,0,0,0.053533
gene-LOC112082142,0,0,0,0.061989,0,0,0,0
gene-LOC112082143,0,0,0,0,0,0,0,0
gene-LOC112082144,0,0.105127,0,0,0,0,0,0
gene-LOC112082145,0,0,0,0,0,0,0.087656,0
gene-LOC112082146,0,0,0.059319,0,0,0,0,0.065229
gene-LOC112082147,0,0,0,0.091275,0,0,0,0
gene-LOC112082148,0,0,0,0,0,0,0,0
gene-LOC112082149,0,0,0,0,0,0,0,0
gene-LOC112082150,0,0,0.030866,0,0,0.031736,0,0
gene-LOC112082151,0.23251,0.227081,0.572597,0.331046,0.062014,0,0.227153,0.206902
gene-LOC112082152,0,0,0,0,0,0,0,0
gene-LOC112082153,0,0,0,0,0,0,0,0
gene-LOC112082154,0,0,0,0,0,0,0,0
gene-LOC112082155,0,0,0,0,0,0,0,0
gene-LOC112082156,0,0,0,0,0,0,0,0
gene-LOC112082157,0,0,0,0,0,0,0,0
gene-LOC112082158,0,0,0,0,0,0,0,0
gene-LOC112082159,0,0,0,0,0,0,0,0
gene-LOC112082160,0,0,0,0,0,0,0,0
gene-LOC112082162,1.062885,0.733731,3.571737,2.383043,0,0.757548,3.134252,1.326574
gene-LOC112082163,0,0,0.21659,0,0,0,0,0.096931
gene-LOC112082164,0,0,0,0,0,0,0,0
gene-LOC112082166,0,0,0,0,0,0,0,0
gene-LOC112082168,0.062445,0,0,0,0,0,0,0
gene-LOC112082169,0,0,0,0,0,0,0,0
gene-LOC112082170,0,0,0,0,0,0,0,0
gene-LOC112082171,0.375397,1.017081,0,0,0.501146,0.323994,0.349064,0.166582
gene-LOC112082172,178.90382,220.074277,251.805834,241.599415,173.347558,163.107041,388.857149,411.331826
gene-LOC112082173,0,0,0,0,0,0,0,0
gene-LOC112082175,10.948386,14.972914,5.646001,5.976573,68.091098,59.86641,74.492095,62.102589
gene-LOC112082176,2.604553,0.872219,1.670596,0.52576,0.623517,0.484706,1.003083,1.372305
gene-LOC112082177,2.24608,0.698001,5.247901,4.4588,0.06316,0.184014,2.451401,2.666154
gene-LOC112082178,0,0,0,0,0,0,0,0
gene-LOC112082179,179.099171,179.222412,197.239396,207.237799,101.303722,113.101003,147.282352,158.405779
gene-LOC112082180,0,0,0,2.200055,0,0,0,0
gene-LOC112082181,2.061926,5.179444,0,0.433348,6.037723,6.791236,1.699662,1.527961
gene-LOC112082182,0.336057,0,0,0,0,0,2.27691,2.183611
gene-LOC112082183,0.503972,1.761353,1.335389,0.168137,5.254754,3.701159,0.669625,1.30571
gene-LOC112082184,23.361043,26.180456,26.55463,24.629879,23.380551,19.008839,38.857019,39.787023
gene-LOC112082185,0,0,0,0,0,0,0,0
gene-LOC112082187,3.138403,4.73635,10.590759,8.482378,2.972694,3.356303,9.469741,9.966133
gene-LOC112082188,0,0,0.227535,0,0,0,0,0
gene-LOC112082189,13.548996,13.102376,9.656439,6.750421,8.837429,8.772376,14.217551,14.395591
gene-LOC112082190,3.521663,2.21758,6.511101,4.155137,2.84135,3.643868,3.302865,2.693429
gene-LOC112082191,4.935931,6.481665,2.101955,2.283689,7.185461,9.967579,3.485927,2.190911
gene-LOC112082192,7.636083,7.814768,6.286558,5.413604,3.774659,2.692617,5.192135,4.126234
gene-LOC112082193,14.536949,14.481867,13.589146,15.256537,19.756952,20.137182,30.161616,34.723303
gene-LOC112082194,0.763344,0.685835,0,0,0.452051,0.437939,0,0.219381
gene-LOC112082195,0,0,0,0,0,0.241066,0,0
gene-LOC112082196,0.830073,1.189327,0,0,0.686144,0.66778,0,0
gene-LOC112082197,259.276168,321.667711,122.022451,66.706452,217.380934,331.661177,66.578643,36.289215
gene-LOC112082198,0,0,0,0,0.127458,0.06234,0,0.063073
gene-LOC112082199,22.159605,71.089686,52.270562,76.086506,125.42377,153.890443,213.595244,94.392338
gene-LOC112082200,0,0,0,0,0,0,0,0
gene-LOC112082201,0,0,0,0,0,0,0,0.141953
gene-LOC112082202,13.177182,15.636831,17.185214,17.120305,12.250301,12.022416,16.71734,17.852471
gene-LOC112082203,0,1.412137,0,0.741278,2.096059,1.371293,0,0
gene-LOC112082204,0,0,0,0,0,0,0,0
gene-LOC112082205,0,0,0.075464,0,0,0,0,0.083019
gene-LOC112082206,4.573412,3.007197,0.988403,0.450063,5.114921,16.791421,0,0
gene-LOC112082207,0,0,0.168444,0,0,0,0,0
gene-LOC112082208,20.346506,70.427511,1.366457,1.734773,45.182839,44.400068,1.292839,1.954139
gene-LOC112082209,0.819915,1.033632,0.832117,0.337311,0.377461,0.260034,0.782031,0.645185
gene-LOC112082210,5.010887,5.594204,11.407329,9.015404,3.080022,3.255014,10.751868,12.032023
gene-LOC112082211,2.019457,2.995798,3.668622,2.993245,1.662495,2.036166,2.957287,3.428575
gene-LOC112082212,0.295312,0.653361,0.552284,0.231158,0.506755,0.561613,1.226279,0.607647
gene-LOC112082213,0,0,334.179461,155.094692,0,0,0,813.68758
gene-LOC112082214,0,0,0,0,0,0,0,0
gene-LOC112082215,0,0,0,0,0,0,0,0
gene-LOC112082217,0,0,0,0,0,0,0,0
gene-LOC112082218,0,0,0,0,0,0,0,0
gene-LOC112082219,0,0,0.078866,0.175327,0,0,0.087177,0.086878
gene-LOC112082220,0,0,0,0,0,0,0,0
gene-LOC112082221,1.14172,1.51133,1.971787,1.796616,1.072623,0.622173,2.901433,2.384471
gene-LOC112082222,0,0,0.433883,0,0,0,1.937586,0
gene-LOC112082223,0,0,0,0,0,0,0,0
gene-LOC112082224,0,0,0,0,0,0,0,0
gene-LOC112082225,3.105052,5.169094,3.021986,3.257731,5.217147,4.470775,9.201482,6.648314
gene-LOC112082226,14.682064,33.517161,341.192012,372.012283,22.215972,21.746104,496.535615,278.018712
gene-LOC112082227,75.812894,160.928407,259.48183,289.012914,254.994232,309.866894,455.035685,405.980944
gene-LOC112082228,0,0,0,0,0,0,0,0
gene-LOC112082229,0,0,1.622389,0,0,0,0,0
gene-LOC112082230,0,0.332933,0,0,0.882254,1.493226,0.23292,0.113195
gene-LOC112082231,0.267122,0,0,0.285696,1.069162,0,1.417997,0.285407
gene-LOC112082232,25.918601,28.099781,21.107953,23.285134,12.732916,15.440744,26.685643,25.635198
gene-LOC112082233,165.701039,186.024992,473.185515,477.64414,119.416746,134.770576,739.734368,773.364962
gene-LOC112082234,15.783581,31.329895,0.97949,2.027477,64.022484,47.800904,9.290913,7.624889
gene-LOC112082235,12.210191,8.751385,15.24513,12.239052,6.517251,7.641575,14.096284,12.778829
gene-LOC112082237,0.133359,0.129657,0.040808,0.045804,0.043136,0.083524,0.410867,0.269173
gene-LOC112082238,36.297021,64.362953,118.490392,115.953915,37.849585,44.16476,35.56309,44.769344
gene-LOC112082239,0,0,0,0,0,0,0,0
gene-LOC112082240,34.52122,74.139471,484.936804,246.975108,1.911205,9.278795,1.212077,4.3859
gene-LOC112082241,0.432667,0.090097,0.247579,0.109932,0.205562,0.229172,0,0.163217
gene-LOC112082242,0,0,0,0,0,0,0,0
gene-LOC112082243,0,0,0,0,0,0,0,0
gene-LOC112082244,0,0,0,0,0,0,0,0
gene-LOC112082245,0,0,0,0,0,0,0,0
gene-LOC112082246,9.765107,44.982396,105.012355,127.157199,72.988459,89.859883,216.117391,179.801502
gene-LOC112082247,0,0,0,0,0,0,0,0
gene-LOC112082248,0,0,0,0,0,0,0,0
gene-LOC112082251,0,0,0,0,0,0,0,0
gene-LOC112082253,0,0,0,0,0,0,0,0
gene-LOC112082254,0,0,0,0,0,0,0,0
gene-LOC112082255,0,0,0,0,0,0,0,0
gene-LOC112082256,0,0,0,0,0,0,0,0
gene-LOC112082257,6.119994,7.772671,7.704122,6.550717,1.358402,3.406043,4.118715,5.249485
gene-LOC112082258,0,0,0,0,0,0,0,0
gene-LOC112082259,0,0,0,0,0,0,0,0
gene-LOC112082260,10.805649,13.667083,0.797441,0.878809,21.764588,13.766065,16.14665,6.851486
gene-LOC112082261,0,0,0,0,0,0,0,0
gene-LOC112082262,0,0,0,0,0,0,0,0
gene-LOC112082263,0,0,0,0,0,0,0,0
gene-LOC112082264,0,0,0,0,0,0,0,0
gene-LOC112082265,0,0,0,0,0,0,0,0
gene-LOC112082266,2.784964,4.201476,4.960429,3.719565,1.040492,1.512607,5.450103,3.037713
gene-LOC112082267,0,0,0,0,0,0,0,0
gene-LOC112082268,0,0,0,0,0,0,0,0
gene-LOC112082269,0,0,0,0,0,0,0,0
gene-LOC112082270,0,0,0,0,0,0,0,0
gene-LOC112082271,0.80118,0.686277,1.382991,0.726439,0.585814,0.660664,1.330632,1.315722
gene-LOC112082272,0,0,0,0,0,0,0,0
gene-LOC112082273,0,0,0,0,0,0,0,0
gene-LOC112082274,0,0,0,0,0,0,0,0
gene-LOC112082276,0,0,0,0,0,0,0,0
gene-LOC112082277,0,0,0,0,0,0,0,0
gene-LOC112082278,0,0,0,0,0,0,0,0
gene-LOC112082279,4.879358,6.484506,10.931768,9.007557,6.11281,7.584213,11.486563,6.730553
gene-LOC112082280,0,0,0,0,0,0,0,0
gene-LOC112082281,4.918549,8.944808,16.853465,12.348674,6.161909,7.312734,22.072134,30.709305
gene-LOC112082282,0,0,0,0,0,0,0,0
gene-LOC112082283,0,0,0,0,0,0,0,0
gene-LOC112082284,2.091153,2.730318,6.68227,3.963325,2.377204,1.318994,10.050742,7.375955
gene-LOC112082285,0,0,0,0,0,0,0,0
gene-LOC112082287,0,0,0,0,0,0,0,0
gene-LOC112082288,0,0,0,0,0,0,0,0
gene-LOC112082289,0,0,0,0,0,0,0,0
gene-LOC112082290,0,0,0,0,0,0,0,0
gene-LOC112082291,0,0,0,0,0,0,0,0
gene-LOC112082292,13.804536,11.369219,13.601357,12.446134,4.783916,6.351799,5.447538,6.17701
gene-LOC112082294,0,0,0,0,0,0,0,0
gene-LOC112082295,0,0,0,0,0,0,0,0
gene-LOC112082296,0,0,0,0,0,0,0,0
gene-LOC112082297,17.774803,19.708203,76.561936,77.14406,1.346027,1.30025,46.113148,55.969949
gene-LOC112082298,2.205594,3.161356,0,0,8.470632,6.173948,0.295425,0.728805
gene-LOC112082299,0,0,0,0,0,0,0,0
gene-LOC112082300,0.636578,1.120767,1.068492,0.796005,1.103165,0.644286,0.907953,1.505317
gene-LOC112082301,0,0,0,0,0,0,0,0
gene-LOC112082302,0,0,0,0,0,0,0,0
gene-LOC112082303,14.289547,22.866417,11.253291,9.007557,10.867218,11.211446,5.025371,2.833917
gene-LOC112082304,0,0,0,0,0,0,0,0
gene-LOC112082305,10.809872,10.624439,31.566067,13.708675,9.219468,7.159144,13.623672,21.703642
gene-LOC112082307,0,0,0,0,0,0,0,0
gene-LOC112082308,0,0,0,0,0,0,0,0
gene-LOC112082309,0,0,2.988969,0,0,2.122227,0,19.7587
gene-LOC112082310,0,0,0,0,0,0,0,0
gene-LOC112082311,0,0,0,0,0,0,0,0
gene-LOC112082312,0,0,0,0,0,0,0,0
gene-LOC112082313,0,0,0,0,0,0,0,0
gene-LOC112082315,0,0,0,0,0,0,0,0
gene-LOC112082317,0,0,0,0,0,0,0,0
gene-LOC112082318,0,0,0,0,0,0,0,0
gene-LOC112082319,0,0,0,0,0,0,0,0
gene-LOC112082320,512.16833,473.956337,1302.616657,1147.269802,349.057132,377.767691,735.109575,783.775267
gene-LOC112082321,0,0,0,0,0,0,0,0
gene-LOC112082322,0,0,0,0,0,0,0,0
gene-LOC112082323,0,0,0,0,0,0,0,0
gene-LOC112082324,0,0,0,0,0,0,0,0
gene-LOC112082327,0,0,0,0,0,0,0,0
gene-LOC112082328,2.21889,5.440461,5.181944,2.972066,3.264606,2.848468,4.814847,8.693193
gene-LOC112082329,0,0,1.061871,0.594973,0.560788,0,2.370993,0
gene-LOC112082331,0,0,0,0,0,0,0,0
gene-LOC112082333,0,0,0,0,0,0,0,0
gene-LOC112082334,0,0,0,0,0,0,0,0
gene-LOC112082335,0,0,0,0,0,0,0,0
gene-LOC112082336,0,0,0,0,0,0,0,0
gene-LOC112082339,0,0,0,0,0,0,0,0
gene-LOC112082340,0,0,0,0,0,0,0,0
gene-LOC112082341,0.372064,0.518658,1.367643,1.148765,0.171276,0,1.73736,0.512255
gene-LOC112082342,0,0,0,0,0,0,0,0
gene-LOC112082343,0,0,0,0,0,0,0,0
gene-LOC112082344,0,0,0,0,0,0,0,0
gene-LOC112082345,7.081965,6.335378,15.40171,14.020747,5.804128,5.360243,14.612068,13.761404
gene-LOC112082346,0,0,0,0,0,0,0,0
gene-LOC112082349,0,0,0,0,0,0,0,0
gene-LOC112082350,0,0,0,0,0,0,0,0
gene-LOC112082351,2.652239,1.578533,2.757874,2.163502,0.232029,0.134795,0.883382,0.917104
gene-LOC112082353,0,7.349111,0,0,0,0,0,0
gene-LOC112082354,0,0,0,0,0,0,0,0
gene-LOC112082355,0,0,8.966908,0,0,82.766849,0,0
gene-LOC112082356,0,0,0,0,0,0,0,0
gene-LOC112082357,0.747176,1.258271,0.505634,2.093437,1.073547,0.689602,1.513791,0.923253
gene-LOC112082358,0,0,0,0,0,0,0,0
gene-LOC112082360,0.715625,1.187176,1.825361,1.456272,0.947664,2.211553,3.622254,1.205665
gene-LOC112082361,0,0,0,0,0,0,0,0
gene-LOC112082362,14.434952,16.316578,14.006774,14.485155,8.895023,7.858092,17.690284,16.909238
gene-LOC112082363,0,0,0,0,0,0,0,0
gene-LOC112082364,0,0,0,0,0,0,0,0
gene-LOC112082365,0,0,0,0,0,0,0,0
gene-LOC112082366,0,0,0,0,0,0,0,0
gene-LOC112082367,0,0,0,0,0,0,0,0
gene-LOC112082369,0,0,0,0,0,14.61211,0,0
gene-LOC112082370,0,0,0,0,0,0,0,0
gene-LOC112082371,0,0,26.900723,0,0,0,0,0
gene-LOC112082372,0,0,0,0,0,0,0,0
gene-LOC112082373,0,0,0,0,0,0,0,0
gene-LOC112082376,0,0,0,0,0,0,0,0
gene-LOC112082377,0,0,0,0,0,0,0,0
gene-LOC112082378,0,0,0,0,0,0,0,0
gene-LOC112082380,0,0,0,0,0,0,0,0
gene-LOC112082381,0,0,0,0,0,0,0,0
gene-LOC112082382,0,0,0,0,0,0,0,0
gene-LOC112082383,0,0,0,0,0,0,0,0
gene-LOC112082386,0,0,0,0,0,0,0,0
gene-LOC112082388,0,0,0,0,0,0,0,0
gene-LOC112082389,0,0,0,0,0,0,0,0
gene-LOC112082390,0,0,0,0,0,0,0,0
gene-LOC112082391,0,0,0,0,0,0,0,0
gene-LOC112082392,0,0,0,0,0,0,0,0
gene-LOC112082393,0,0,0,0,0,0,0,0
gene-LOC112082394,0,0,0,0,0,0,0,0
gene-LOC112082395,0,0,0,0,0,0,0,0
gene-LOC112082397,0,0,0,0,0,0,3.336953,0
gene-LOC112082398,0.335322,0.610194,1.818126,1.790332,1.223421,0.465137,2.657028,3.276261
gene-LOC112082399,0,0,0,0,0,0,0,0
gene-LOC112082400,0,0.219199,0,0,0,0,0,0
gene-LOC112082401,0,0,0,0,0,0,0,0
gene-LOC112082402,0.392287,0,3.618931,3.244336,0,0,2.424154,0.797436
gene-LOC112082403,0,0,0,0,0,0,0,0
gene-LOC112082404,0,0,0,0,0,0,0,0
gene-LOC112082405,0,0,0,0,0,0,0,0
gene-LOC112082406,0,0,0,0,0,0,0,0
gene-LOC112082407,10.925137,11.117741,12.343834,12.104507,7.492242,7.563041,8.210325,8.888111
gene-LOC112082408,0,0,0,0,0,0,0,0
gene-LOC112082409,0,0,0,0,0,0,0,0
gene-LOC112082410,0,0,0,0,0,0,0,0
gene-LOC112082411,0,0,0,0,0,0,0,0
gene-LOC112082412,0,0,0,0,0,0,0,0
gene-LOC112082413,0,0,0,0,0,0,0,0
gene-LOC112082414,0,0,0,0,0,0,0,0
gene-LOC112082415,0,0,0,0,0,0,0,0
gene-LOC112082416,0,0,0,0,0,0,0,0
gene-LOC112082417,1.269666,0.41483,1.965308,2.197053,0.551434,0.401279,0.437079,0.721004
gene-LOC112082418,1.418526,0.90298,0.641414,0.723608,1.323382,0.77557,0.915215,2.007642
gene-LOC112082419,0,0,0,0,0,0,0,0
gene-LOC112082420,0,0,0,0,0,0,0,0
gene-LOC112082421,0,0,0.536426,0.300959,0,0,0.300069,0.294506
gene-LOC112082423,4.448131,4.355783,2.735667,1.532811,2.889483,2.805656,0,0
gene-LOC112082425,0,0,0,0,0,0,0.413707,0
gene-LOC112082426,0,0,0,0,0,0,0,0
gene-LOC112082427,0,0,0,0,0,0,0,0
gene-LOC112082428,0,0,0,0.240569,0,0,0,0
gene-LOC112082429,0,0,26.900723,0,0,0,0,0
gene-LOC112082430,0,0,0,0,0,0,0,0
gene-LOC112082431,0,0,0,0,0,0,0,0
gene-LOC112082432,0,0,2.988969,0,0,2.122227,0,19.7587
gene-LOC112082433,0,0,0,0,0,0,0,0
gene-LOC112082434,0,0,0,0,0,0,0,0
gene-LOC112082435,0,0,0,0,0,0,0,0
gene-LOC112082436,4.446891,5.155187,38.411744,34.595654,7.051556,10.270463,26.552424,19.657081
gene-LOC112082438,0,0,0,0,0,0,0,0
gene-LOC112082439,0,0,0,0,0,0,0,0
gene-LOC112082440,0,0,0,0,0,0,0,0
gene-LOC112082441,0,0,0,0,0,0,0,0
gene-LOC112082442,0,0,0,30.145292,0,0,0,29.63805
gene-LOC112082443,0,0,0,0,0,0,0,0
gene-LOC112082444,0,0,0,0,0,0,0.667391,0
gene-LOC112082446,0,0,0,0.712094,0,0,0,0
gene-LOC112082447,0,0,0,0,0,0,0,0
gene-LOC112082448,0,1.451928,0,3.832029,0,0,0,0
gene-LOC112082449,29.15997,0,0,0,0,0,0,0
gene-LOC112082450,58.319941,0,0,30.145292,0,27.58895,30.032576,0
gene-LOC112082451,55.121979,0,132.192839,185.083341,0,61.07654,25.043593,0
gene-LOC112082452,0,0,0,0,0,0,0,0
gene-LOC112082453,0,0,0,0,0,0,0,0
gene-LOC112082454,0,0,0,0,0,0,0,0
gene-LOC112082455,0,0,0,0,0,0,0,0
gene-LOC112082456,0,0,0,0,0,0,0,0
gene-LOC112082457,196.829799,107.079676,161.404339,339.134538,85.239744,103.458562,67.573295,133.371226
gene-LOC112082459,0,0,0,0,0,0,0,0
gene-LOC112082460,0,0,0,0,0,0,0,0
gene-LOC112082462,0,0,0,0,0,0,0,0
